_id,news_company,news_time,news_title,news_description
65dc2e37d32a49168a710744,연합뉴스,송고시간2024-02-25 08:00,신속 심사·독점권 발판…'희귀 질환' 도전하는 제약기업들,"(서울=연합뉴스) 김현수 기자 = 오는 29일은 '세계 희귀 질환의 날'이자 '희귀 질환 극복의 날'이다.환자 자체가 적은 희귀 질환의 치료제는 그간 글로벌 제약사들의 독무대였지만 국내 제약·바이오 기업들도 시장 독점권, 신속 심사 혜택 등에 힘입어 개발에 속도를 내고 있다.25일 제약·바이오 업계에 따르면 세계 희귀 질환의 날은 유럽 희귀 질환 기구가 2월 마지막 날이 4년에 한 번씩 29일로 끝나는 '희귀함'에 착안해 2008년 제정했다. 희귀 질환 인식 개선과 환우 응원을 위해 100여개 국가에서 다양한 캠페인이 진행된다.희귀 질환 극복의 날은 우리나라에서 2015년부터 매년 5월 23일로 정한 법정 기념일인데, 인식 제고를 위해 올해부터 2월 마지막 날에 진행된다.희귀 질환의 정의는 국가마다 조금씩 다르다.미국은 환자 수 20만 명 미만인 질환을, 유럽은 1만 명당 5명 미만의 유병률을 기준으로 희귀 질환을 정한다. 우리나라는 환자 수 2만 명 미만, 일본은 환자 수 5만명 미만이 기준이다.현재 전 세계에는 약 5천∼8천 종의 희귀 질환이 존재하며, 환자는 3억5천만∼4억 명으로 추산된다.환자 수가 적다 보니 희귀 질환 치료제는 개발을 위한 필수 전제인 임상의 진행도 쉽지 않다.이 때문에 각국 정부는 '희귀 의약품 지정'을 통해 신속 심사, 독점권 등 혜택을 제공하고 있다.미국은 시판 허가일로부터 7년간 희귀 질환용 의약품에 독점권을 부여하며, 연구개발(R＆D) 비용에 최대 50%의 세제 혜택, 우선 심사 제도 등을 제공한다.독점권이란 특정 질환에 대한 동일·유사 의약품의 허가를 금지해 시장성을 보장하는 것이다. 유럽은 이 기간이 10년으로 더 길다.우리나라에서는 이보다 짧은 허가 후 4년간의 시장 독점권을 부여하고, 임상 2상만으로 조건부 허가를 받을 수 있도록 하고 있다.신약 개발 기업 젬백스앤카엘은 지난 22일 식품의약품안전처로부터 진행성 핵상 마비(PSP) 치료제 'GV1001'에 대한 개발 단계 희귀 의약품 지정을 받았다.면역세포치료제 개발 기업 바이젠셀[308080]은 지난해 유럽 의약품청(EMA)으로부터 희소 난치성 혈액암인 NK/T 세포 림프종 치료제 'VT-EBV-N'를 희귀 의약품으로 지정받았고, 앞서 2019년에는 국내 개발 단계 희귀 의약품으로도 지정됐다. 이 회사는 지난해 9월 임상 2상 투약을 끝내고 경과를 관찰하는 중이다.한미약품[128940]은 개발 중인 신약의 국내외 희귀 의약품 지정 건수가 20건으로 국내 기업 중 가장 많은 것으로 알려졌다.대웅제약[069620], GC녹십자, 네오이뮨텍[950220], 툴젠[199800] 등도 개발 중인 치료제가 해외 희귀 의약품 지정을 받은 바 있다.희귀 질환 치료제 개발 움직임이 이처럼 활발한 데는 기존 의약품 대비 '블루오션'이란 점도 한 요인이란 분석이 나온다.시장조사업체 프리시던스 리서치에 따르면 희귀 의약품 시장은 지난해 약 1천720억 달러(약 229조원)에서 2032년 약 4천847억 달러(약 647조원)로 연평균 약 12.2%씩 고성장할 것으로 전망된다.세계적 제약사들은 희귀 의약품 지정 제도를 통해 임상 2상을 거쳐 시장에 진입한 뒤, 비(非)희귀 질환으로 치료 가능 범위를 확대하는 전략을 펼치기도 한다.한국혁신의약품컨소시엄(KIMCo재단) 보고서에 따르면 다국적 제약사 로슈의 항암제 '아바스틴'은 전이성 직결 장암을 대상으로 희귀의약품 지정을 받은 후, 비소세포폐암·난소암·유방암 등으로 치료 가능 범위를 넓힌 결과 매출이 두 배 가까이 올랐다.한국로슈 관계자는 ""미충족 의료 수요가 높은 희귀 질환을 대상으로 연구를 시작하고, 이후 약효가 검증되면 다른 질환으로 적응증(치료 가능 범위)을 확대하는 추세""라고 설명했다.바이오 업계 관계자는 ""희귀 질환은 임상 환자 모집이나 연구·개발 등에 있어 다양한 변수가 존재하지만, 국내외에서 희귀 의약품으로 지정되면 관련 기관으로부터 독점적 판매권을 부여받거나 세제 혜택을 받는 등 장점이 있다""며 ""희귀 질환자와 그 가족들의 아픔과 어려움을 분담하기 위해 사명감을 갖고 기업들이 희귀 의약품 개발에 눈길을 돌리고 있다""고 말했다.hyunsu@yna.co.kr제보는 카카오톡 okjebo\n<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2024/02/25 08:00 송고"
65dc2e39d32a49168a710745,연합뉴스,송고시간2024-02-23 13:41,"젬백스 ""진행성 핵상 마비 치료제, 국내 희귀의약품 지정""","(서울=연합뉴스) 김현수 기자 = 신약 개발 기업 젬백스앤카엘은 식품의약품안전처로부터 진행성 핵상 마비(PSP) 치료제 'GV1001'이 개발 단계 희귀의약품으로 지정됐다고 23일 밝혔다.희귀의약품으로 지정되면 신속 심사 대상에 포함돼 임상 2상만으로 조건부 허가를 받을 수 있다. 품목 허가 유효기간 연장, 시장 독점권 등 다양한 특례도 적용된다.PSP는 비정형 파킨슨 증후군으로, 일반적인 파킨슨병보다 질병 진행 속도가 빠르고 파킨슨병에 사용하는 약물에 잘 반응하지 않는다.젬백스앤카엘은 GV1001이 PSP·알츠하이머 등 신경 퇴행성 질환에 대해 뇌 면역 환경을 개선하고 염증을 줄일 것으로 기대했다.이 치료제는 현재 국내 PSP 임상 2상이 진행 중이며, 최근 미국 식품의약청(FDA)으로부터도 임상 2상 시험 계획을 승인받았다.젬백스[082270]는 FDA 등 해외 희귀의약품 지정 절차도 진행할 예정이다.젬백스 관계자는 ""이번 지정은 세계 최초 치료제 개발이라는 도전에 큰 힘이 될 것""이라며 ""국내는 물론 글로벌 임상 시험에서도 좋은 결과를 도출해 치료제가 없어 고통받는 PSP 환자들을 위해 개발에 최선을 다하겠다""고 말했다.hyunsu@yna.co.kr제보는 카카오톡 okjebo\n<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2024/02/23 13:41 송고"
65dc2e3ad32a49168a710746,연합뉴스,송고시간2024-02-12 12:00,의료비 지원받는 희귀질환자 늘린다…재산 기준 완화,"(서울=연합뉴스) 성서호 기자 = 질병관리청은 저소득층 희귀 질환자를 대상으로 하는 의료비 지원 사업을 확대 추진한다고 12일 밝혔다.희귀 질환이란 환자가 2만 명 이하이거나, 진단이 어려워 환자 수를 알 수 없는 질환을 뜻한다.우선 올해부터는 의료비를 지원받을 수 있는 대상 질환이 기존 1천189개에서 1천272개로 늘어난다.사각지대에 있는 희귀 질환자도 지원받을 수 있도록 환자 가구와 부양의무자 가구의 재산 기준이 지역에 따라 약 1억∼2억5천만원 올라간다. 기준이 넉넉해진 만큼 지원받는 대상도 늘어나는 셈이다.또 국내에 약 250명이 있는 당원병 환자에게 연간 168만원 이내로 옥수수전분 구입비를 처음으로 지원한다.당원병이란 글리코겐 합성·분해에 필요한 효소가 부족해 나타나는 탄수화물 대사 이상 유전 질환으로, 환자는 혈당 유지를 위해 옥수수전분을 반드시 섭취해야 한다.이와 함께 희귀질환관리법 개정에 따라 국가와 지방자치단체, 국민건강보험공단 간 재원 분담 체계도 개편돼, 본인부담 상한액을 넘는 만큼은 건보 재정에서 지원된다.질병청은 올해 희귀 질환자 의료비 지원사업 확대 내용을 포함한 사업 지침을 개정해 배포할 예정이다.지원받으려는 이들은 주민등록 관할 보건소나 '희귀질환 헬프라인'(helpline.kdca.go.kr)을 통해 신청할 수 있다.지영미 질병청장은 ""올해에는 의료비 지원사업의 상호 보완적 재원 분담 체계가 확립됨에 따라 더 안정적인 지원 기반이 마련됐다는 점에서 의미가 크다""며 ""이를 토대로 앞으로도 희귀 질환자 지원을 강화하겠다""고 말했다.soho@yna.co.kr제보는 카카오톡 okjebo\n<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2024/02/12 12:00 송고"
65dc2e3cd32a49168a710747,연합뉴스,송고시간2024-01-30 14:28,"양산부산대병원, 권역별 '희귀질환 전문기관' 재지정","(양산=연합뉴스) 최병길 기자 = 양산부산대병원은 질병관리청에서 주관하는 제1기 권역별 희귀질환 전문기관에 지정됐다고 30일 밝혔다.권역별 희귀질환 전문기관은 희귀질환자의 진단 및 치료, 관리를 위한 전문적인 의료서비스를 제공한다.희귀질환자의 의료접근성을 높이려고 지역 의료기관과 협력체계를 구축하고, 희귀질환자 등록과 관리를 위한 데이터베이스를 구축·운영한다.양산부산대병원은 2021년부터 3년간 희귀질환 권역별 센터 지정에 이어 올해도 경남, 울산 지역을 담당하는 전문기관으로 2026년 말까지 3년간 지정됐다.수행기관은 연간 최대 1억2천만원, 3년간 총 3억6천만원의 사업운영비를 지원받는다.이 병원은 전문 의료 인력 교육 및 진료 협력체계를 구축하고, 희귀질환 진단·치료·관리 역량을 높이고 있다.2023년 비수도권 희귀질환 진단지원사업 수행기관으로 선정돼 소아·청소년 희귀질환 의심자의 진단율을 높이고 유전진단검사, 후속 검사 등을 지원하고 있다.choi21@yna.co.kr제보는 카카오톡 okjebo\n<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2024/01/30 14:28 송고"
65dc2e3ed32a49168a710748,연합뉴스,송고시간2024-01-29 09:46,"대웅제약 ""특발성 폐섬유증 신약, 유럽서 희귀의약품 지정""","(서울=연합뉴스) 조현영 기자 = 대웅제약[069620]은 특발성 폐섬유증 치료제로 개발 중인 'DWN12088'(베르시포로신)이 유럽 의약품청(EMA)으로부터 희귀의약품으로 지정받았다고 29일 밝혔다.이 제도는 희귀난치성 질환 치료제의 개발과 허가가 원활히 이뤄질 수 있도록 지정된 후보물질에 대해 임상시험 조언, 허가 수수료 감면, 허가 시 10년간 독점권 인정 등 혜택을 부여하는 제도다.특발성 폐섬유증은 폐에 콜라겐이 과도하게 축적돼 폐 기능을 상실하는 난치병으로, 진단 후 5년간 생존하는 비율이 40%에 불과하다.베르시포로신은 콜라겐 생성에 영향을 주는 'PRS' 단백질의 작용을 감소시켜 콜라겐의 과도한 생성을 억제하는 방식의 치료제이다. 다만 콜라겐이 지나치게 부족하면 심혈관 질환 등으로 사망에 이를 수 있어 적정 수준으로 콜라겐 생성을 억제한다고 회사는 설명했다.이 후보물질은 2019년과 2022년에는 미국 식품의약청(FDA)으로부터 각각 희귀의약품과 신속 심사(패스트트랙) 대상 의약품으로도 지정된 바 있다.전승호 대웅제약 대표는 ""대웅제약이 세계 최초로 개발 중인 특발성 폐섬유증 신약 베르시포로신은 지난해 중화권 기술수출에 성공하는 등 임상 단계부터 전 세계적인 관심을 받고 있다""며 ""이번 EMA 희귀의약품 지정을 계기로 희귀질환인 특발성 폐섬유증으로 고통받는 환자들에게 신속하게 치료 옵션을 제공할 수 있도록 개발에 더욱 매진하겠다""고 말했다.hyun0@yna.co.kr제보는 카카오톡 okjebo\n<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2024/01/29 09:46 송고"
65dc2e41d32a49168a710749,연합뉴스,송고시간2024-02-05 07:07,[사이테크+] 유전질환 결함유전자 교정 전임상실험 쥐·사람 세포서 성공,"(서울=연합뉴스) 이주영 기자 = 유전자 편집기술인 크리스퍼 유전자 가위(CRISPR-Cas9)를 이용해 면역 질환을 일으키는 유전자 결함을 교정하는 전임상 실험이 생쥐와 사람 세포에서 성공했다.독일 헬름홀츠협회 막스-델브뤼크 분자 의학 센터 클라우스 라제스키 박사팀은 5일 과학저널 사이언스 면역학(Science Immunology)에서 크리스퍼 유전자 가위로 유전질환 모델 생쥐의 면역계 기억 T세포 결함을 교정하고, 유전질환 어린이 2명의 혈액을 이용한 세포 실험에서도 효과를 확인했다고 밝혔다.유전적 결함은 치명적인 과잉 면역 반응을 일으킬 수 있다. 연구팀은 이 연구에서 18개월 미만 영유아에게 발생하는 면역계 희귀 질환인 가족성 적혈구포식성 림프조직구증식증(FHL)의 유전자 교정 치료 가능성을 모색했다.FHL은 바이러스에 감염된 세포를 죽이는 면역계 세포독성 T세포가 정상 기능을 하지 못하게 하는 유전자 돌연변이로 발생하는 치명적인 질환이다.이 병에 걸리면 엡스타인-바 바이러스(EBV) 등에 감염돼도 세포독성 T세포가 감염된 세포를 제거하지 못하고 면역 반응이 급증하면서 사이토카인 폭풍과 과도한 염증반응이 일어난다. 조혈줄기세포이식(HSCT)으로 치료할 수 있지만 사망률이 높아 효과적인 치료법이 필요한 상황이다.연구팀은 이 연구에서 아데노 연관 바이러스(AAV) 기반의 크리스퍼 유전자 가위를 이용해 EBV 감염 모델 생쥐의 T세포 결함을 교정하는 방법을 개발했다.먼저 EBV 감염 모델 생쥐의 유전자를 조작해 T세포에서 감염된 세포를 죽이는 단백질(퍼포린.Prf1)을 생성하지 못하게 만들었다. 퍼포린 결핍은 가족성 적혈구포식성 림프조직구증식증 환자에게 흔히 나타나는 유전적 결함이다.퍼포린 유전자에 결함이 생긴 생쥐는 EBV 감염과 유사한 상태를 유도하자 세포독성 T세포가 이를 제거하지 못했고 면역반응이 과도하게 일어나면서 혈구탐식성 림프구조직구증에 걸렸다.연구팀은 이어 이 생쥐 혈액에서 T 기억 줄기세포를 채취하고 크리스퍼 유전자 가위로 T세포의 퍼포린 유전자를 교정한 다음 다시 생쥐에 주입했다.그 결과 교정된 T세포가 정상적으로 기능하면서 과도하게 일어나던 면역 반응이 진정됐으며 생쥐는 혈구탐식성 림프구조직구증에서 회복됐다.또 퍼포린 유전자에 결함이 있는 어린이 환자 한 명 등 2명의 혈액을 채취하고 T세포에 크리스퍼 유전자 가위 기술을 적용한 결과, 교정된 T세포가 정상 기능을 회복하는 것으로 시험관 실험에서 확인됐다.연구팀은 이는 이 치료법이 원칙적으로 효과가 있음을 의미한다며 다만 환자에게 적용하기 전에 먼저 아직 밝혀지지 않은 의문을 해결하고 임상시험으로 효과와 안전성을 검증해야 한다고 밝혔다.라제스키 박사는 ""이 시술은 소량의 혈액만 필요해 최소 침습적이고, 쥐의 경우 골수이식과 달리 어떤 준비 치료도 필요하지 않았다""며 ""이 치료법이 가족성 적혈구포식성 림프조직구증식증 치료에 획기적 돌파구가 되기를 바란다""고 말했다.◆ 출처 : Science Immunology, Klaus Rajewsky et al., 'Precise CRISPR-Cas9 gene repair in autologous memory T cells to treat familial hemophagocytic lymphohistiocytosis', http://dx.doi.org/10.1126/sciimmunol.adi0042scitech@yna.co.kr제보는 카카오톡 okjebo\n<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2024/02/05 07:07 송고"
65dc2e43d32a49168a71074a,연합뉴스,송고시간2024-02-23 11:28,전공의 이탈 장기화에…'초진환자·병원급'에 비대면진료 허용,"(서울=연합뉴스) 김병규 기자 = 정부가 의사들의 집단행동으로 인한 의료계 혼란을 막기 위해 한시적으로 비대면 진료를 전면 확대하기로 했다.전공의 집단사직이 장기화하는 상황에서 의료 대응체계를 강화하겠다는 것으로, 그동안 비대면 진료가 원칙적으로 금지됐던 '초진' 환자와 '병원급 이상' 의료기관에서도 비대면 진료가 허용된다.한덕수 국무총리는 23일 의사 집단행동 대응을 위한 중앙재난안전대책본부(중대본) 회의 모두발언에서 ""오늘부터 비대면 진료를 전면 확대해 국민께서 일반진료를 더 편하게 받으실 수 있도록 조치하겠다""고 밝혔다.비대면 진료는 현재 '의원급' 의료기관과 '재진' 환자를 중심으로 하되, 예외적으로 의료취약지나 휴일·야간에는 초진부터 허용되고 있다. 병원급 이상 의료기관에서는 극히 일부만 가능하다.비대면 진료가 전면 확대되면서 의료취약지가 아닌 곳이나, 초진이라도 평일에 비대면 진료를 받을 수 있게 된다. 그동안은 의료취약지인 경우, 혹은 주말이나 공휴일에만 초진 환자의 비대면 진료가 가능했다.병원급 이상의 비대면 진료도 대폭 확대된다.이전에는 병원급 이상에서는 재진 환자 중 병원급 진료가 불가피한 희귀질환자(1년 이내), 수술·치료 후 지속적인 관리(30일 이내)가 필요한 환자만 비대면 진료가 허용될 정도로 엄격히 제한됐다.다만 대상은 중증이나 응급 환자가 아닌 '일반 환자'로 제한될 것으로 보인다.박민수 복지부 2차관은 지난 19일 브리핑에서 ""의사 집단행동이 장기화하면 비대면 진료를 확대하는 방안을 추진한다""면서 ""상급종합병원에서 중증이나 응급 환자를 대상으로 비대면 진료를 하겠다는 건 아니다""고 설명한 바 있다.비대면 진료의 확대는 전공의 집단 이탈로 의료 공백이 발생한 상황에서 '경증환자'를 비대면 진료로 흡수해 중증·응급환자에 대한 대응을 강화한다는 의미가 있다.대형 수련병원에서 전공의들이 대거 업무를 중단하면서 상대적으로 위중도가 낮은 환자들은 종합병원 등 2차 병원으로 몰려들고 있다.이 때문에 의료진의 업무 과중과 환자의 장시간 대기라는 문제가 발생하고 있다.박 차관은 ""상급종합병원은 중증·응급환자 위주로 맡고 경증환자는 종합병원과 같은 2차 병원에서 맡게 되면, (병원급) 외래진료의 수요가 많아질 수 있어 이때 비대면 진료를 허용한다는 의미""라고 말했다.정부가 의사들의 집단행동에 대한 대응책으로 비대면 진료를 확대하기로 한 것은 의료계가 반대하는 정책을 전면 시행해 의사들을 '압박'하겠다는 의미로도 읽힌다.비대면 진료 확대는 예상됐던 것보다 이른 조치다. 당초 정부는 의료 현장의 상황이 더 악화한 뒤 비대면 진료 확대를 실시할 예정이었다.조치를 앞당겨 단행해 일찌감치 사태의 장기화에 대비하는 한편, 집단행동을 하는 의료계에 물러서지 않겠다는 메시지를 주겠다는 의도로 분석된다.정부는 코로나19 유행 당시 한시적으로 허용했던 비대면 진료를 작년 6월부터는 재진과 의원 중심 원칙을 갖고 시범사업으로 실시하고 있다.이후 국회를 중심으로 법제화가 추진 중이지만, 논의에 속도가 나지 않고 있다.bkkim@yna.co.kr제보는 카카오톡 okjebo\n<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2024/02/23 11:28 송고"
65dc2e45d32a49168a71074b,연합뉴스,송고시간2024-01-25 15:18,세종충남대병원 '권역별 희귀질환 전문기관' 지정…3년간 활동,"(세종=연합뉴스) 이은파 기자 = 세종충남대병원은 질병관리청이 공모한 제1기 권역별 희귀질환 전문기관에 지정됐다고 25일 밝혔다.병원은 올해부터 3년간 희귀질환 환자 진료와 희귀질환 관리에 관한 연구 업무를 수행하게 된다.질병관리청은 그동안 희귀질환 진료 인프라 구축을 위해 서울 1개, 지역 11개 등 총 12개 희귀질환 거점센터를 운영했으며, 올해부터 진료 접근성을 강화하기 위해 세종충남대병원을 비롯한 전국 17개(서울 4개·지역 13개) 기관을 제1기 권역별 희귀질환 전문기관으로 새로 지정했다.세종충남대병원은 희귀질환 환자 진료와 희귀질환 관리에 관한 연구 업무는 물론 희귀질환 환자 등록사업도 추진한다.희귀질환 환자 등록사업을 통해 국내 희귀질환 발생 및 진료 이용 통계를 체계적으로 수집·분석하고, 정책 수립과 연구·통계산출 등에 활용하게 된다.희귀질환은 유병 인구가 2만명 이하이거나 진단이 어려워 유병 인구를 알 수 없는 질환으로, 현재까지 7천여종에 이르는 희귀질환이 보고된 것으로 알려지고 있다.병원 관계자는 ""희귀질환 환자의 조기 진단과 치료, 지속적인 관리뿐만 아니라 환자와 가족을 위한 자조 모임 지원, 의료진 대상 교육 제공, 국가 통계 사업조사 등에 성실히 참여하겠다""고 말했다.sw21@yna.co.kr제보는 카카오톡 okjebo\n<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2024/01/25 15:18 송고"
65dc2e46d32a49168a71074c,연합뉴스,송고시간2024-01-23 12:00,희귀질환자 진료 역량 높인 권역별 전문기관 17곳 지정해 지원,"(서울=연합뉴스) 권지현 기자 = 질병관리청은 희귀질환자의 의료접근성을 높이기 위해 삼성서울병원 등 17곳을 '권역별 희귀질환 전문기관'으로 지정했다고 23일 밝혔다.희귀질환은 전체 환자 수가 2만명 이하이거나 진단이 어려워 유병인구를 알 수 없는 질환을 뜻한다. 희귀질환 전문기관은 관련법에 따라 희귀질환자 진료·등록 통계 사업과 질환 연구를 수행하는 의료기관이다.질병청은 공모를 통해 담당 인력과 설비를 기준으로 제1기(2024∼2026) 희귀질환 전문기관을 지정해 올해부터 권역 내 희귀질환 책임의료 기능을 수행할 수 있도록 지원한다.아울러 '희귀질환자 국가등록사업'을 새로 추진해 국내 질환 발생 현황과 진료 이용 통계를 분석하고 이를 정책에 활용할 계획이다.fat@yna.co.kr제보는 카카오톡 okjebo\n<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2024/01/23 12:00 송고"
65dc2e48d32a49168a71074d,연합뉴스,송고시간2024-01-19 10:36,"GC녹십자 ""유전질환 치료제, 유럽서 희귀의약품 지정""","(서울=연합뉴스) 조현영 기자 = GC녹십자는 국내 바이오 벤처 노벨파마와 공동개발 중인 '산필리포증후군 A형 치료제'가 유럽의약품청(EMA)으로부터 희귀의약품으로 지정됐다고 19일 밝혔다.이에 따라 GC녹십자와 노벨파마는 추후 유럽에 이 치료제의 품목허가를 신청할 때 신청 수수료와 세금 등을 감면받고, 허가 시 10년간 독점권을 부여받게 됐다.산필리포증후군 A형은 유전자 결함으로 중추신경계에 점진적인 손상이 생기는 열성 유전 질환으로, 대부분의 환자가 15세 전후에 사망에 이르는 중증 희귀질환이다. 아직 허가받은 치료제가 없는 상태이다.GC녹십자가 공동 개발 중인 치료제는 환자의 몸 안에서 발현하지 않는 효소를 뇌실 안으로 직접 투여해 치료 효과를 낸다.지난해 1월에는 미국 식품의약청(FDA)으로부터 희귀소아질환의약품과 희귀의약품으로 지정된 바 있다.GC녹십자는 노벨파마는 공동으로 임상 연구를 진행할 예정이다.GC녹십자 관계자는 ""전임상 단계에서 미국에 이어 유럽까지 해당 후보물질이 질환의 병변을 해소할 수 있음을 인정받은 만큼, 신속한 임상 진입을 위해 최선을 다할 것""이라고 말했다.hyun0@yna.co.kr제보는 카카오톡 okjebo\n<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2024/01/19 10:36 송고"
