_id,hospital_name,text
65e677468bc6fa3848549d92,나비에스한의원,
65e677468bc6fa3848549d93,나비에스한의원,원장님 진료 잘봐주십니다 경력도 오래되신걸로 알고 있고 무엇보다 친절하심다
65e677468bc6fa3848549d94,나비에스한의원,원장님 경력이 오래되셨다고 지인이 추천해줘서 방문했는데요 원장님 친절하시고 진료를 잘 봐주셔서 좋았네요
65e677468bc6fa3848549d95,나비에스한의원,통증은 꾸준하게 관리를 해줘야 한다고 해서 몇번 방문을 했는데 여기가 제일 괜찮아서 이리로 오게 되네요
65e677468bc6fa3848549d96,나비에스한의원,직원분들 친친절하시고 원장님 진료 잘 봐주시네요 또 방문하려고요
65e677468bc6fa3848549d97,나비에스한의원,친절하세요
65e677468bc6fa3848549d98,나비에스한의원,직장 근처에 이렇게 괜찮은 한의원이 있을 줄은 몰랏네요 통증도 많이 가라 앉았고요 경력 오래되셔서 그런지 진료를 넘 잘봐주시네요
65e677468bc6fa3848549d99,나비에스한의원,침맞고 추나치료 받고 왔어요\n친절하셔서 여기만 방문하게 되는거 같아요
65e677468bc6fa3848549d9a,나비에스한의원,통증을 잘 잡아주셔서 또 방문하게 되네요\n원장님 직원분들 친절 굿굿
65e677468bc6fa3848549d9b,나비에스한의원,원장님 정말 환자를 생각하신다는 느낌 받았고요 직원분들 진짜 친절하십니다
65e677468bc6fa3848549d9c,나비에스한의원,원장님 실력이 좋으셔서 몇번 방문했는데요 아는 얼굴이라서 그런지 더 친절하게 해주시네요
65e677468bc6fa3848549d9d,나비에스한의원,허리통증이 점점 심해지는것 같아서 방문을 했는데 원장님이 진료 잘 봐주셔서 통증 많이 개선되었네요
65e677468bc6fa3848549d9e,나비에스한의원,직장 근처에 잘한다는 한의원 있어서 방문해 봤어요 간호사분들과 원장님 친절하세요
65e677478bc6fa3848549d9f,나비에스한의원,지인 추천으로 방문했는데 원장님하고 직원분들 모두 친절하세요 진료도 잘 봐주시네요
65e677478bc6fa3848549da0,나비에스한의원,목통증이 너무 심해져서 여기 방문했어요\n소문을 익히 들었는데 확실히 진료를 잘 봐주시네요
65e677478bc6fa3848549da1,나비에스한의원,허리통증 때문에 방문하게 되었고 치료도 잘 받고 왔어요. 추나치료를 받았는데 정말 시원하더라고요
65e677478bc6fa3848549da2,나비에스한의원,직원분들이랑 원장님 정말 친절하시네요\n진료도 잘 봐주시는거 같아 다음에 또 방문 하겠습니다
65e677478bc6fa3848549da3,나비에스한의원,발목 통증 때문에 직장 근처에 한의원이 있길래 방문해서 진료를 봤는데 실력 좋으시네요
65e677478bc6fa3848549da4,나비에스한의원,항상 친절하세요~~ 바쁘신데도 상냥하게 치료해주셔서 감사했습니다.
65e677478bc6fa3848549da5,나비에스한의원,"회사 근처에 있어 방문하였는데, 세상 친절하게 잘 해주십니다~ 의사선생님도 간호사선생님들도 넘 친절하셨어요. 또 방문할 예정입니다."
65e677478bc6fa3848549da6,나비에스한의원,친절하고 깨끗해 보여서 첫 방문부터 마음에 들더라고요 치료도 잘 받고 돌아왔네요
65e677478bc6fa3848549da7,나비에스한의원,친절 그 자체
65e677478bc6fa3848549da8,나비에스한의원,직장 근처로 침 맞으러 방문했는데\n원장님하고 직원분들이 친절해서\n편하게 진료 받았어요
65e677478bc6fa3848549da9,나비에스한의원,"엄지손가락 관절이 아파서 가까운곳으로 방문했어요. 간호사 선생님, 한의사 선생님 두분 다 친절하세요. 첫번째 치료라서 바로 효과는 나타나지 않지만 당분간 꾸준히 다니려구요~"
65e677478bc6fa3848549daa,나비에스한의원,예전에 한번 방문했었는데 그때 너무 진료를 잘 봐주셔서 이번에 또 방문 했어요 여전히 잘 봐주시네요
65e677478bc6fa3848549dab,나비에스한의원,허리통증이 심해져서 방문했는데 정말 친절하시네요
65e677478bc6fa3848549dac,나비에스한의원,목통증이 점점 심해지는거 같아서 추나치료 받으려고 방문했어요 소문처럼 잘 해주시네요
65e677478bc6fa3848549dad,나비에스한의원,소문듣고 찾아갔는데 확실이 진료를 잘 봐주셔서 기분좋게 진료받고 왔어요
65e677478bc6fa3848549dae,나비에스한의원,침치료 받으러 방문했는데 전혀 안아프게 잘 해주시는거 같아 마음에 들었어요
65e677488bc6fa3848549daf,나비에스한의원,직원분들 원장님 다 친절하셔서 진료 편하게 잘 받고 왔네요. 허리통증이 많이 가라 앉았어요
65e677488bc6fa3848549db0,나비에스한의원,이래저래 안좋은곳 전체적으로 치료받았는데 직원모두 세심 친절하시고 의사샘도 실력좋으셔서 다른곳다니다가 이번엔 완치될거같아 기대되네요
65e677488bc6fa3848549db1,나비에스한의원,좋아요 친절해요
65e677488bc6fa3848549db2,나비에스한의원,직장 근처 한의원에 방문했는데 경력 오래되시고 진료도 잘 봐주셔서 좋았어요
65e677488bc6fa3848549db3,나비에스한의원,목디스크가 있어서 추나받아보려고 방문했어요 통증 개선이 확실하네요
65e677488bc6fa3848549db4,나비에스한의원,직장 근처로 추나 잘한다고 해서 방문했어요\n역시 진료 잘 봐주셔서 그런지 소문날만 하네요
65e677488bc6fa3848549db5,나비에스한의원,원장님하고 직원분들이 친절하시네요 목통증 치료도 잘 받고 왔어요
65e677488bc6fa3848549db6,나비에스한의원,원장님 너무 친절하세요 진료 너무 편하게 받고 왔어요
65e677488bc6fa3848549db7,나비에스한의원,근처 한의원 찾다가 잘한다는 얘기 듣고 방문했는데 확실히 친절하시고 진료를 잘 봐주시는거 같아요
65e677488bc6fa3848549db8,나비에스한의원,친절하게 잘 상담해주셨어요. 침 처음 맞아본 건데 이상없이 잘 나았습니다!
65e677488bc6fa3848549db9,나비에스한의원,요새들어 몸이 뻐근하고 통증도 좀 있어서 추나요법 받았는데 확실히 효과가 좋은거같아요
65e677488bc6fa3848549dba,나비에스한의원,허리는 아주 좋아졌구 다이어트 약 먹는중인데 아주 좋네요 굿굿
65e677488bc6fa3848549dbb,나비에스한의원,첫날에 잠도못잤는데 치료받고 좋아서 또왔어요 체고~~~
65e677488bc6fa3848549dbc,나비에스한의원,허리를 아주 심하게 삐었는데 치료를 엄청 잘해주셔서 죽다 살아났어요 정말 감사합니다!!!!!!🥹🥹🥹
65e677488bc6fa3848549dbd,나비에스한의원,친절해요
65e677488bc6fa3848549dbe,나비에스한의원,너무 친철하시고 정말 치료되게 도와주셨어요! 매일 이틀마다 가네요!
65e677498bc6fa3848549dbf,나비에스한의원,친절해요
65e677498bc6fa3848549dc0,나비에스한의원,친절해요
65e677498bc6fa3848549dc1,나비에스한의원,또 방문했어요 저번에 진료 잘 받아서 기억나서 방문했는데 여전히 잘해주시네요
65e677498bc6fa3848549dc2,나비에스한의원,친절하고 많이 기다리지 않아서 좋아요
65e677498bc6fa3848549dc3,나비에스한의원,원장님이 친절하세요
65e677498bc6fa3848549dc4,나비에스한의원,진료가 친절해요
65e677498bc6fa3848549dc5,나비에스한의원,신림역 주변에 한의원 찾다 평이 좋아서 방문했어요 원장님 정말 친절하세요
65e677498bc6fa3848549dc6,나비에스한의원,친절합니다 물리치료
65e677498bc6fa3848549dc7,나비에스한의원,첫 방문했는데 너무 좋아서 한의원은 여기로 정착할예정입니다 너무 꼼꼼하게 진료봐주시고 물리치료도 꼼꼼하게 봐주셔서 믿고 진료 갈수있을것 같아요 무엇보다도 다들 너무 친절하십니다!
65e677498bc6fa3848549dc8,나비에스한의원,"카운터, 간호, 의사 선생님 친절하시고 설명이 자세해서 좋아요"
65e677498bc6fa3848549dc9,나비에스한의원,원장님과 직원 모두 친절하고 편안하게 시술 잘 받았어요
65e677498bc6fa3848549dca,나비에스한의원,너무 친절하셨습니다^^
65e677498bc6fa3848549dcb,나비에스한의원,방금 허리삐긋해서 치료했어요 구로디지털단지에서 오래일해서 왠만한병원 다 다녀봤는데 여기한의원 진짜 최고에요 남자원장님도 엄청 친절하시고 간호사분들도 진짜진짜 차절하세요 과잉진료도없어요 어디 아픈데인지 꼼꼼하게 진료해주셔서 항상 감사해요 우리회사 직원분들도 어디 다치면 다 여기로다녀요 화타 그잡채
65e677498bc6fa3848549dcc,나비에스한의원,친절
65e677498bc6fa3848549dcd,나비에스한의원,친절합니다
65e677498bc6fa3848549dce,나비에스한의원,친절해요
65e6774a8bc6fa3848549dcf,나비에스한의원,친절하고 \n좋았어요
65e6774a8bc6fa3848549dd0,나비에스한의원,물리치료받고\n양학 약처방별도계산이라\n중복인듯한. \n친절하시고 좋은데
65e6774a8bc6fa3848549dd1,나비에스한의원,친절과 치료효과가 좋습니다
65e6774a8bc6fa3848549dd2,나비에스한의원,친절하고 치료 효과가 좋습니다
65e6774a8bc6fa3848549dd3,나비에스한의원,친절하게 잘 진료해주셔서 감사합니다
65e6774a8bc6fa3848549dd4,나비에스한의원,너무 친절해서 감동입니다 ㅠㅠㅜ
65e6774a8bc6fa3848549dd5,나비에스한의원,굿
65e6774a8bc6fa3848549dd6,나비에스한의원,"원장님, 다른 간호사 선생님들 다 너무 친절하고 좋아요!\n침도 안 아프게 놔주시고 어제 막 진료받고 온거라 다 낫지는 않았지만\n치료 전보다 훨씬 괜찮아진 거 같아요 다음에 또 방문할게요"
65e6774a8bc6fa3848549dd7,나비에스한의원,방문해서 치료 잘 받았어도 또 방문하려고요
65e6774a8bc6fa3848549dd8,나비에스한의원,침 안아프게 놔주셔서 좋아요 원장님 친절하세요!
65e6774a8bc6fa3848549dd9,나비에스한의원,"원장님, 직원분들 다 친절하셨고요 진료잘봐주셔서 좋아요!"
65e6774a8bc6fa3848549dda,나비에스한의원,직장 근처에 좋은 한의원이 있어서 다행이네요 많이 좋아졌어요
65e6774a8bc6fa3848549ddb,나비에스한의원,진료 잘 받고 왔네요 원장님도 친절하시고 직원? 간호사 분들도 친절하게 잘 해주시네요
65e6774a8bc6fa3848549ddc,나비에스한의원,벌써 2번이나 다녀왔는데 확실히 진료 잘 봐주시는거 같아요
65e6774a8bc6fa3848549ddd,나비에스한의원,원장님 인상이 좋으시네요 친절도 하시고 진료도 잘봐주셨어요
65e6774a8bc6fa3848549dde,나비에스한의원,추나치료 잘하는곳으로 지인추천 받고 방문했는데 확실히 잘해주세요
65e6774a8bc6fa3848549ddf,나비에스한의원,병원에 계신 모든 분들이 친절하고 전문적입니다. 환자가 많아 선생님 해주시는 얘기 더 많이 듣고 싶었지만 그러지 못해 아쉽네요~ 그래도 설명 완전 꼼꼼하게 친절하게 잘해주셔서 너무 감동받았어요!! 실력도 너무 좋으세요 단골 될 것 같아요
65e6774b8bc6fa3848549de0,나비에스한의원,직장동료 소개로 처음 갔는데 원장님이 꼼꼼하신편이에요\n덕분에 허리 통증이 많이 좋아졌네요
65e6774b8bc6fa3848549de1,나비에스한의원,원장님 실력 좋으시네요 목이 결렸었는데 싹 없어짐 또 방문할게요
