0,1,2,dominant_topic_number,sentences,date,date_datetime_year
0.2818614528922032,0.6027871978025103,0.1153513493052865,1,갑자기든 생각인데 신섬 반점 문신 가릴수있지않을까?피부랑 똑 색 점 부분만 문신하면 티는 조금 나겠지만 조금 희미해질듯,2024-02-23,2024.0
0.09429961041146492,0.832088503096522,0.07361188649201306,1,영국 부작용 이슈 퀴놀론계 항생제 모든질환 1차사용 금지https://www newsthevoice com/news/articleView html?idxno=36427\n 영국 부작용 이슈 퀴놀론계 항생제 모든질환 1차사용 금지\n영국 의약품규제청 플루오로퀴놀론계열 항생제가 다른 계열 항생제 부적절한 경우에만 처방토록 아예 1차요법 사용 금지시켰다 영국 의약품규제청 MHRA 는 지난 22일 경구 주사 또는 흡입 통해 전신 투여  플루오로키놀론계열 항생제는 사용하기 적합한 다른 항생제가 없는 경우 제한키 했다고 발표했다 이는 2019년 일부 심각  않 감염  전립선염 등 비세균성 질환 대한 1차 사용금지에도 불구 이상반응 보고가 지속  처방패턴 변화가 없음 따라 시행  추가조치다 MHRA는   조치는 부작용 줄이기   진\nwww newsthevoice com\n\n\nhttps://www yakup com/news/index html?mode=view&cat=16&nid=281566\nEU 플루오로퀴놀론系 항생제 제한적 사용 요망\n\n\n\n 아는 놈 알텐데 약 잘못 먹고 인생 조진 놈임,2024-02-21,2024.0
0.3689466807084271,0.08302965282874591,0.5480236664628269,2,검사 받는 병원 근처 지역 병원 바꿈계속 서울 정기검진 받으러 가다가 어제 마지막 그냥 집근처  지방 대학병원 가는거오 했음  \n\n뭐 지방 병원도 큰 차이는 없겠지?,2024-02-21,2024.0
0.12268736261206262,0.7338527354142209,0.14345990197371647,1,섬유종 술 아산병원 젤 나음?좀 큰 부위인데,2024-02-17,2024.0
0.19914662043859357,0.6955853207251396,0.10526805883626693,1,신섬 증상 별 안 심하면 코셀루고 약 못 먹나?엄청 심한건 아닌 거  데   먹어보고싶다  \n\n작년 여름엔 머리랑 눈 너무 아파서 신경과 가서 CT찍었더니\n뇌 종양   그랬고\n\n쇄골 ㅜ등에도 종양 새 생기고 있던데\n\n증상 엄청 심한 환우분들만 먹는거야??\n\n일단 소아 환우들 먼저 처방 가능한거  데  \n\n\n      App,2024-02-16,2024.0
0.09525781144421518,0.09377577268478954,0.8109664158709953,2,루게릭병 전조증상 느껴져요발음 원래 안좋았어서 그렇다 치는데 최근들어서 종아리 팔 턱쪽 근육떨림 느껴요 큰일난걸까요  ,2024-02-16,2024.0
0.11134417322323896,0.7778883677890643,0.11076745898769673,1,신경 섬유종 치료제 적용확대 청원인데 국민동의청원\n국회청원 청원안내 동의진행 청원 등 제공\npetitions assembly go kr\n\n11일 안 만 명 채워야함\n좀 도와줄  있냐,2024-02-14,2024.0
0.7626766670851391,0.12373470644850641,0.11358862646635433,0,충북대병원 코셀루고 투약 시작했대좋 징조다,2024-02-14,2024.0
0.12802989953856325,0.12802136350766505,0.7439487369537717,2,ㅅㅂ 허리디스크 생긴거     안 그래도 목 통증  ㅈ같았는데 이틀전부터 허리도 ㅈㄴ 아파짐   ,2024-02-11,2024.0
0.7779306701431659,0.10983390315622511,0.11223542670060896,0,서울대 어린 병원 다니다 서울대 병원 옮기고 맘 안들어서 안다니는데다시 정기적 가려고 하는데 신경섬유종 님들 다들 병원 어디다님?,2024-01-31,2024.0
0.6923405767885529,0.14706869056273722,0.1605907326487099,0,곧 신검 받아야 하네   현역 아니였으면,2024-01-31,2024.0
0.0618006179466446,0.06233527687321319,0.8758641051801421,2,"생명과 복 순환__퍼옴나라와 민족  \n창조 섭리와 질서 회복  \n빛 어둠 몰아내기  \n주님 다시 오실 길 예비  \n\n26 금 저녁부터__ 27 토 저녁 \n빛 날 맞이 \n\n창조주 하나님께 기도와 묵상,\n찬양 시간 임  주시기 바랍니다 ",2024-01-26,2024.0
0.7574793289924879,0.12073519081512762,0.12178548019238439,0,여기 골덴 하 증후군 없냐난 살면서 딱 한번 마주쳤는데\n\n보자마자 서 알았다  \n\n꼬라지가 형제라고 해도 믿 정도 똑같 생겨먹음,2024-01-25,2024.0
0.05991870896153084,0.06015603288142276,0.8799252581570464,2,"생명과 복 순환__퍼옴나라와 민족  \n\n창조 섭리와 질서 회복  \n\n빛 어둠 몰아내기  \n\n주님 다시 오실 길 예비  \n\n\n\n19 금 아침부터__ 20 토 새벽 \n\n빛 날 맞이 \n\n\n\n\n\n창조주 하나님께 기도와 묵상,\n\n찬양 시간 임  주시기 바랍니다 ",2024-01-19,2024.0
0.1949128638815891,0.3266202058965664,0.47846693022184456,2,질문  장문 요새 흉터 이런걸 피부과 갔   하도 신경 섬유종 의심 고 말 들어서 찾다찾다 물어봄\n\n확진 대학병원 유전자 검사 맡아봐야  고 하니까 병원가서 물어봐라 그런거 말고 실제  사람들 사례 듣고 싶어서 ㅇㅇ\n\n일단 나는 태어날  부터 어깨 직경 한 5cm  큰 밀크커피 반점 있었고 그 뒤 1 5 cm 넘어가는거 총 4개정도 갖고 있음 몸 뭐 조그마한 밀크커피 반점들 꽤 많음 밀도가 그렇게 높진 않은데  나이는 만 25살이고\n\n겨드랑이랑 팔 접히는 곳 깨점 있고 사타구니에는 없고\n\n안과에서 리쉬 결절 없다고 함\n\n보험 이런거  확진 받긴 무서워서 나중 결혼 전에 하려고 그냥 그러려니   살고  데\n\n점 말고 다른 양상들도  고 하더라고? 여기 사람들 얘기 보니까 키가 작다 지능 낮다 그런 소리들 하던데\n\n나는 키도 185이고 운동수행능력도 나쁜지 모르겠고 3대 400침  지금 학교도 고대 다니고 있음\n\n이 도 나름 좀 안심    건가?\n\n점만  신경섬유종이라는  도 그냥 혹 아직 발현되지 않았다는 얘기인거임? \n\n항상 좀 찝찝한 불안감 가지고 살아가네\n\n최근 등 혹 있어서 외과가서 째고 조직검사 맡아보니까 신경섬유종이었다고는 하는데 내가 이쪽 근육 항상 안 좋아서 근육주사랑 침 거  부위에만 한 100번 넘게 맞았거든 의사선생님 그 정도면 생기죠 ㅋ 이러긴 했음 \n\n다양한 의견 궁금해서 글 남겨봄,2024-01-14,2024.0
0.059618326886193805,0.060133372556167485,0.8802483005576386,2,"생명과 복 순환__퍼옴나라와 민족  \n창조 섭리와 질서 회복  \n빛 어둠 몰아내기  \n주님 다시 오실 길 예비  \n\n5 금 새벽부터__ 5 금 저녁 \n빛 날 맞이 \n\n창조주 하나님께 기도와 묵상,\n찬양 시간 임  주시기 바랍니다 ",2024-01-05,2024.0
